pIGC50	CAS	SMILES
-0.96	4048333	C(CCCO)CCN
1.05	629038	C(CCCCCBr)Br
-1.49	629118	C(CCCCCO)O
-0.98	13325105	C(CCCN)O
-2.24	110634	C(CCCO)O
-0.49	96139	C(C(CBr)Br)O
-1.29	928905	C#CCCCCO
-0.486	96-13-9	C([C@H](CO)Br)Br
-0.08	5454831	COC(=O)CCCCBr
-0.84	821410	C=CCCCCO
-1.42	5390045	C#CCCCO
0.03	4224708	C(CCCCC(=O)O)Br
-0.69	2067336	OC(CCCCBr)=O
1.32	17696116	C(CCCCCCCBr)(=O)O
-0.29	1119466	OC(=O)CCCCCl
-0.78	13401564	C(C(CO)(C)C)Cl
-0.46	40894006	C(C(CO)(C)C)Br
-0.79	96231	C(C(CCl)O)Cl
-0.372	13861-22-8	C(C(C)=C)(OCC#C)=O
-0.655	2210-28-8	C(C(C)=C)(OCCC)=O
-0.935	97-63-2	C(OCC)(C(C)=C)=O
-1.17	627098	CC(=O)OCC#C
-0.779	2370-63-0	C(OCCOCC)(C(C)=C)=O
-0.279	97-86-9	C(OCC(C)C)(C(C)=C)=O
-0.66	1932929	C(CC)(=O)OCC#C
-0.677	96-05-9	C(C(C)=C)(OCC=C)=O
-1.218	80-62-6	C(C(C)=C)(OC)=O
-0.619	4245-37-8	C(OC=C)(C(C)=C)=O
-0.269	97-88-1	C(OCCCC)(C(C)=C)=O
-0.88	34485375	C(#CC)COC(=O)C
-0.881	4655-34-9	C(OC(C)C)(C(C)=C)=O
1.087	142-09-6	O(C(C(C)=C)=O)CCCCCC
-0.07	6802751	C(C(C(OCC)=O)=C(C)C)(OCC)=O
1.569	688-84-6	C([C@@H](CCCC)CC)OC(C(C)=C)=O
0.509	4341-76-8	C(C#CC)(OCC)=O
0.21	1871676	OC(=O)C=CCCCCC
0.6	3760110	C(CC=CC(=O)O)CCCC
0.209	1871-67-6	C(\CCCCC)=C\C(=O)O
0.6	3760-11-0	C(CCCCC)\C=C\C(=O)O
-0.128	13419-69-7	C(=C\CCC)\C(=O)O
-0.13	13419697	OC(=O)C=CCCC
-0.28	13991372	CCC=CC(O)=O
-0.277	13991-37-2	C(\C(=O)O)=C\CC
-0.54	107937	C(C)=CC(O)=O
-0.545	107-93-7	C(\C(=O)O)=C\C
0.35	112050	C(CCCCCCC)C(=O)O
-0.11	111148	C(CCCCCC)(=O)O
-0.21	142621	C(CCCCC)(=O)O
0.51	334485	C(CCCCCCCC)C(=O)O
0.08	124072	C(CCCCCC)C(=O)O
0.74	1669-44-9	C(=C\C(C)=O)\CCCC
0.9	112378	C(CCCCCC)CCCC(=O)O
0.983	14309-57-0	C(\CCCCC)=C\C(C)=O
-0.27	109524	C(CCCC)(=O)O
-0.22	1577180	OC(=O)CC=CCC
-0.222	1577-18-0	C(\C=C\CC)C(=O)O
1.851	3913-81-3	C(CCCCC)C\C=C\C=O
1.21	65405701	C(=O)CCC=CCCCCC
1.208	65405-70-1	C(\CCCCC)=C\CCC=O
-0.57	107926	C(CCC)(=O)O
1.225	5910-87-2	C(=C\C=C\C=O)\CCCC
-0.06	5663967	CCCCCC#CC(=O)O
0.71	1846704	C(CC#CC(=O)O)CCCC
0.076	149-57-5	C([C@H](C(=O)O)CC)CCC
1.039	111-79-5	C(\C=C\C(OC)=O)CCCCC
0.764	7367-81-9	C(=C\C(OC)=O)\CCCCC
0.16	628637	C(C)(=O)OCCCCC
1.06	112141	C(C)(=O)OCCCCCCCC
1.88	112174	CCCCCCCCCCOC(=O)C
0.08	149575	C(C(CCCC)CC)(=O)O
-0.01	142927	C(CCCCC)OC(C)=O
0.949	21661-97-2	C(C\C=C/CC)CCCC=O
0.03	99661	CCCC(CCC)C(O)=O
0.95	21661972	O=CCCCCCC=CCC
1.02	1639094	CCCCCCCS
-0.04	584930	C(C(C(=O)O)Br)CC
-0.042	584-93-0	C([C@H](C(=O)O)Br)CC
0.638	930-30-3	O=C1CCC=C1
0.538	625-33-2	C(\C(C)=O)=C\C
1.506	78-94-4	C(C=C)(C)=O
-0.644	141-79-7	C(=C(\C)C)\C(C)=O
0.93	2497-21-4	C(\C=C\C)(CC)=O
-2.2	67641Ketone,	CC(C)=O
-2.45	67685	S(=O)(C)C
-1.3	141786	C(C)(=O)OCC
0.698	1119-44-4	C(=C\CCC)\C(C)=O
0.7	123-73-9	C(=C\C)\C=O
-0.88	2408200	O(C(CC)=O)CC=C
-1.17	563804	CC(C(C)C)=O
-0.28	20515199METHYL	CC=CCC(OC)=O
-1.24	109604	C(C)(=O)OCCC
-0.276	20515-19-9	C(C\C=C\C)(OC)=O
0.754	142-83-6	C(\C=C\C)=C\C=O
-0.345	565-62-8	C(\C(C)=O)(=C\C)C
-1.44	75978	CC(C(C)(C)C)=O
-0.49	108225	O(C(=C)C)C(=O)C
-0.765	623-70-1	C(\C=C\C)(OCC)=O
-0.64	6317493	C(CCC(OCC)=O)(CCC(OCC)=O)=O
-0.38	40420222	CCOC(=O)C(C)(C)C(=O)CC(=O)OCC
-0.496	5837-78-5	C(\C(=C\C)C)(OCC)=O
-0.81	106365	C(CC)(=O)OCCC
1.527	1629-58-9	C(CC)(C=C)=O
-0.49	123864	C(C)(=O)OCCCC
-0.918	623-43-8	C(\C=C\C)(OC)=O
-0.484	638-10-8	C(\C(OCC)=O)=C(\C)C
-0.639	79218-15-8	C(OC(C)(C)C)(\C=C\C)=O
-0.782	18060-77-0	O(C(\C=C\C)=O)C(C)C
-0.86	108054	C(C)(=O)OC=C
-0.68	110689	CCCCNC
-0.81	627350	C(CNC)C
-0.57	109739	C(CCC)N
-1.43	71363	C(CCC)O
0.58	111875	C(CCCCCCC)O
2.06	2016571	NCCCCCCCCCC
-0.48	110587	C(CCCC)N
1.7	112209	CCCCCCCCCN
1.95	112425	C(CCCCCO)CCCCC
0.21	111682	C(CCCN)CCC
0.11	111706	C(CCCCCC)O
1.34	112301	C(CCCCCCCCC)O
-0.22	111262	C(CCC)CCN
0.84	143088	C(CCCCCCCC)O
-0.38	111273	C(CCCCC)O
0.35	111864	CCCCCCCCN
2.16	112538	C(CCCCCCCCCCC)O
2.45	112709	C(CCCCCCO)CCCCCC
2.33	7307553	CCCCCCCCCCCN
-1.03	71410	C(CCCC)O
1.319	1679-36-3	C(C(C)=O)#CCC
1.412	1423-60-5	C(C#C)(C)=O
0.825	55314-57-3	C(C#CCC)(OCC)=O
-1.46	96220	CCC(CC)=O
0.0	111477	S(CCC)CCC
-0.38	7424546	C(C(CC)=O)C(=O)CC
0.09	623983	O(S(=O)OCCC)CCC
0.62	625229	O=S(=O)(OCCCC)OCCCC
